Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
RAJKOT,Gondal Road,Metro,Section-A,High Street 93,2,COMMERCIAL,1247,1040,2093133.14,1421.993
BIKANER,Gangashahar,E4,Extension,Old City 23,2,COMMERCIAL,267,214,134401.08,1076.41
VADODARA,Akota,Central,Section-A,Janpath 89,2,COMMERCIAL,1004,949,1783541.47,2047.494
NASHIK,Panchavati,S2,Hub,Old City 66,2,COMMERCIAL,81,71,150132.66,370.881
GUNTUR,Lodge Centre,W5,Complex,Gokulam 29,2,COMMERCIAL,156,134,173122.72,418.974
KURNOOL,Dhone,Rural,Section-B,Old City 54,2,COMMERCIAL,378,373,332946.08,569.596
AHMEDABAD,Naroda,Rural,Complex,High Street 74,2,COMMERCIAL,1465,1222,2888864.84,6780.998
DURGAPUR,Benachity,E4,Plaza,Temple View 72,2,COMMERCIAL,1092,967,699151.36,5176.177
JALANDHAR,Model Town,Ind,Section-B,Business Park 84,2,COMMERCIAL,1064,941,153315.79,3814.977
INDORE,MG Road,Central,Plaza,Station Road 74,2,COMMERCIAL,614,508,411442.7,824.076
GHAZIABAD,Modinagar,Ind,Hub,Business Park 92,2,COMMERCIAL,1199,1021,1070505.32,3851.526
MOHALI,Phase 7,C3,Plaza,Business Park 45,2,COMMERCIAL,468,461,209342.31,1100.049
JALANDHAR,Jalandhar City,N1,Section-B,New Town 36,2,COMMERCIAL,1471,1396,227204.3,5058.319
KOLLAM,Chathannoor,W5,Main,New Town 91,2,COMMERCIAL,1044,860,599015.82,2812.864
MYSURU,Mysuru Rural,W5,Section-B,Gokulam 13,2,COMMERCIAL,622,503,318056.61,2141.407
GANDHINAGAR,Sector 7,Central,Market,Station Road 1,2,COMMERCIAL,935,821,887027.94,1809.501
BALLARI,Ballari Rural,Town,Hub,Temple View 70,2,COMMERCIAL,56,52,52609.25,234.941
MOHALI,Phase 7,Central,Section-B,Business Park 51,2,COMMERCIAL,445,437,506882.98,919.537
NELLORE,Trunk Road,Central,Plaza,Business Park 31,2,COMMERCIAL,429,382,711893.23,582.936
SILIGURI,Hill Cart,Ind,Market,Temple View 27,2,COMMERCIAL,455,428,609965.81,1513.078
MYSURU,Nanjangud,C3,Main,Old City 2,2,COMMERCIAL,1064,958,1889763.53,3652.772
INDORE,MG Road,N1,Complex,Gokulam 56,2,COMMERCIAL,190,173,138304.53,612.074
TIRUNELVELI,Sankarankovil,C3,Market,Temple View 4,2,COMMERCIAL,199,194,317056.98,991.365
KANNUR,Taliparamba,E4,Bazaar,Temple View 67,2,COMMERCIAL,184,149,132010.35,863.98
BHOPAL,Bairagarh,Central,Complex,High Street 82,2,COMMERCIAL,839,689,529432.51,1552.34
AGRA,Agra Cantt,Metro,Complex,Old City 84,2,COMMERCIAL,696,690,494136.3,3050.587
AJMER,Clock Tower,Town,Market,Temple View 98,2,COMMERCIAL,1134,935,1876455.23,1257.065
BATHINDA,Maur,Ind,Bazaar,Janpath 89,2,COMMERCIAL,917,797,362035.99,2165.815
LUCKNOW,Gomti Nagar,Rural,Section-B,Gokulam 58,2,COMMERCIAL,1269,1068,1315217.73,3668.518
GWALIOR,City Centre,Rural,Section-B,High Street 38,2,COMMERCIAL,484,440,330531.12,2100.797
REWA,Mangawan,Central,Section-B,Gokulam 91,2,COMMERCIAL,781,756,1314067.14,3227.186
SALEM,Attur,E4,Bazaar,Temple View 13,2,COMMERCIAL,381,324,540434.78,1367.363
ALWAR,Bhiwadi,W5,Bazaar,Gokulam 19,2,COMMERCIAL,737,724,146644.27,1147.875
JALANDHAR,Jalandhar City,S2,Hub,Business Park 72,2,COMMERCIAL,773,684,1387999.53,2103.512
KOTA,Kota Industrial,Rural,Plaza,Temple View 93,2,COMMERCIAL,942,782,716249.57,2722.742
JALANDHAR,Civil Lines,Metro,Complex,Business Park 99,2,COMMERCIAL,261,211,180932.76,798.541
BHOPAL,Bittan Market,Ind,Bazaar,New Town 41,2,COMMERCIAL,83,76,44727.74,270.954
TIRUPATI,KT Road,E4,Complex,Business Park 46,2,COMMERCIAL,498,427,463445.17,1198.256
HOWRAH,Liluah,Ind,Market,Janpath 7,2,COMMERCIAL,1340,1136,1993461.95,2083.82
JALANDHAR,Adarsh Nagar,W5,Market,New Town 86,2,COMMERCIAL,16,13,21193.03,69.02
UDAIPUR,Udaipur Town,E4,Hub,Station Road 68,2,COMMERCIAL,54,47,83573.71,236.02
KOLLAM,Kollam City,E4,Bazaar,Station Road 20,2,COMMERCIAL,639,571,305702.1,2785.339
THRISSUR,Thrissur Town,W5,Bazaar,New Town 86,2,COMMERCIAL,1236,1220,2081022.97,5377.7
VADODARA,Akota,Town,Section-B,Temple View 1,2,COMMERCIAL,1420,1183,1261501.32,1879.675
NAGPUR,Gandhibagh,Town,Complex,Gokulam 21,2,COMMERCIAL,227,215,60085.72,1123.846
MYSURU,Nanjangud,Town,Complex,Temple View 67,2,COMMERCIAL,1267,1097,1582314.3,2371.757
NASHIK,Satpur,N1,Market,New Town 24,2,COMMERCIAL,54,48,22448.23,168.715
TIRUNELVELI,Palayamkottai,Metro,Complex,High Street 31,2,COMMERCIAL,1375,1218,1774020.39,4431.35
KOCHI,Ernakulam,Central,Plaza,Janpath 42,2,COMMERCIAL,923,909,958396.15,2255.629
COIMBATORE,Peelamedu,Town,Plaza,High Street 1,2,COMMERCIAL,63,55,20281.9,79.445
JAIPUR,Vaishali Nagar,W5,Market,Gokulam 5,2,COMMERCIAL,486,433,481387.47,2419.103
AHMEDABAD,Navrangpura,W5,Bazaar,Temple View 4,2,COMMERCIAL,743,729,731728.41,1822.284
JODHPUR,Shastri Nagar,Central,Hub,Temple View 96,2,COMMERCIAL,1375,1321,877365.0,6591.245
KOZHIKODE,SM Street,N1,Section-B,Station Road 22,2,COMMERCIAL,145,132,241672.96,617.644
BATHINDA,Maur,S2,Hub,Temple View 95,2,COMMERCIAL,1376,1132,2496272.03,4512.649
BHOPAL,Arera Colony,E4,Bazaar,Station Road 80,2,COMMERCIAL,826,760,1651311.14,3324.139
VISAKHAPATNAM,Gajuwaka,Ind,Hub,High Street 11,2,COMMERCIAL,1376,1274,1080250.14,4042.582
MANGALURU,Puttur,Central,Extension,Temple View 70,2,COMMERCIAL,571,569,100401.0,2343.998
KURNOOL,Dhone,Ind,Bazaar,High Street 65,2,COMMERCIAL,1249,1190,2422372.75,1464.853
KANNUR,Taliparamba,Central,Section-A,Business Park 86,2,COMMERCIAL,1324,1141,2271934.74,2880.855
ASANSOL,Jamuria,Ind,Plaza,New Town 47,2,COMMERCIAL,340,337,460496.81,1555.165
MEERUT,Meerut City,Metro,Complex,Old City 44,2,COMMERCIAL,1472,1320,990166.99,6186.005
HALDIA,Haldia Port,W5,Plaza,Gokulam 80,2,COMMERCIAL,1269,1073,256748.16,6083.368
AHMEDABAD,Navrangpura,Ind,Plaza,Business Park 61,2,COMMERCIAL,460,421,152541.18,1110.804
NELLORE,Magunta,S2,Complex,Janpath 18,2,COMMERCIAL,1367,1098,285419.12,3518.181
KALABURAGI,Yadgir,E4,Extension,Old City 56,2,COMMERCIAL,861,807,601082.92,2302.315
HALDIA,Mahishadal,N1,Market,Temple View 60,2,COMMERCIAL,637,617,314906.8,3024.796
INDORE,Indore Rural,S2,Hub,New Town 98,2,COMMERCIAL,293,278,237902.15,584.243
ALWAR,Alwar City,C3,Market,High Street 18,2,COMMERCIAL,307,250,299696.45,1390.129
AHMEDABAD,Naroda,S2,Main,Old City 79,2,COMMERCIAL,748,663,211449.43,2356.143
BIKANER,Lunkaransar,Ind,Market,Temple View 4,2,COMMERCIAL,1120,899,537160.71,4637.949
KALYAN,Kalyan East,W5,Bazaar,Gokulam 11,2,COMMERCIAL,793,779,1279740.45,1395.178
LUDHIANA,Ludhiana Rural,E4,Section-A,Janpath 69,2,COMMERCIAL,554,470,655458.74,896.231
AHMEDABAD,Naroda,Metro,Hub,New Town 41,2,COMMERCIAL,82,80,118457.29,132.215
RAJKOT,Rajkot Rural,C3,Section-A,High Street 63,2,COMMERCIAL,1091,1004,405671.59,3367.133
BIKANER,Bikaner City,S2,Plaza,Janpath 19,2,COMMERCIAL,171,167,216556.66,750.593
GANDHINAGAR,Sector 7,E4,Bazaar,High Street 98,2,COMMERCIAL,614,599,1000002.33,2912.451
VADODARA,Makarpura,Town,Extension,Janpath 66,2,COMMERCIAL,657,648,73789.94,831.184
AJMER,Pushkar,Metro,Main,New Town 55,2,COMMERCIAL,254,246,117417.35,495.354
BARAMATI,Baramati Town,C3,Extension,High Street 20,2,COMMERCIAL,1480,1455,177340.68,3231.964
SAGAR,Sagar City,W5,Bazaar,Station Road 68,2,COMMERCIAL,525,469,933757.72,1594.565
CHENNAI SOUTH,Tambaram,Ind,Complex,High Street 46,2,COMMERCIAL,41,32,46377.87,173.98
REWA,Mangawan,S2,Section-A,Gokulam 89,2,COMMERCIAL,435,397,674969.37,1880.778
REWA,Sagra,Rural,Market,Station Road 4,2,COMMERCIAL,60,54,11202.6,66.461
NAGPUR,Sitabuldi,Central,Main,New Town 36,2,COMMERCIAL,638,611,641992.24,2717.526
TRIVANDRUM,Pattom,Rural,Hub,Business Park 51,2,COMMERCIAL,1178,1014,619411.91,1749.517
KOLKATA SOUTH,Gariahat,W5,Section-A,Temple View 61,2,COMMERCIAL,795,774,1227941.81,2941.826
KURNOOL,Nandyal,W5,Bazaar,Temple View 60,2,COMMERCIAL,1133,1092,1957361.9,5324.911
KOLKATA SOUTH,Alipore,Metro,Section-A,Temple View 95,2,COMMERCIAL,266,213,191971.7,771.226
BENGALURU EAST,Indiranagar,C3,Section-A,High Street 66,2,COMMERCIAL,783,735,838609.53,3294.824
KOLLAM,Kottarakkara,S2,Section-B,New Town 24,2,COMMERCIAL,794,753,1179345.55,2318.207
JAIPUR,Amer,W5,Bazaar,Temple View 59,2,COMMERCIAL,733,636,496300.72,3369.395
COIMBATORE,Gandhipuram,N1,Market,High Street 54,2,COMMERCIAL,584,485,185903.02,2761.226
BARAMATI,Phaltan,Metro,Market,Temple View 68,2,COMMERCIAL,1082,874,969200.1,4170.891
VARANASI,Lanka,Central,Plaza,Gokulam 45,2,COMMERCIAL,1179,1087,2058743.03,2473.703
CHENNAI NORTH,Perambur,Ind,Section-B,Janpath 17,2,COMMERCIAL,370,296,327928.19,495.75
JAIPUR,Malviya Nagar,Metro,Hub,High Street 73,2,COMMERCIAL,550,444,565241.41,2274.357
JALANDHAR,Jalandhar City,Metro,Bazaar,Temple View 75,2,COMMERCIAL,691,643,1221429.58,2389.235
HOWRAH,Liluah,N1,Hub,New Town 77,2,COMMERCIAL,1299,1113,2482143.78,2003.56
CHENNAI NORTH,Ambattur,Metro,Market,Business Park 25,2,COMMERCIAL,1093,1015,1721516.32,1936.256
AURANGABAD,CIDCO,C3,Market,Old City 39,2,COMMERCIAL,839,747,804976.41,3027.534
BENGALURU NORTH,Hebbal,N1,Section-A,Business Park 70,2,COMMERCIAL,330,271,58102.76,820.03
GANDHINAGAR,Sector 21,S2,Market,Old City 95,2,COMMERCIAL,515,451,473238.62,1218.821
MUMBAI,Kurla,Town,Section-B,Temple View 34,2,COMMERCIAL,588,474,588159.4,1553.977
TIRUNELVELI,Palayamkottai,Rural,Section-A,Station Road 64,2,COMMERCIAL,337,328,607330.9,940.44
ASANSOL,Jamuria,Central,Section-B,New Town 72,2,COMMERCIAL,464,373,357461.63,2206.086
MEERUT,Meerut City,W5,Plaza,New Town 32,2,COMMERCIAL,1090,924,1264993.42,3330.382
KOZHIKODE,Kozhikode Town,C3,Complex,Business Park 98,2,COMMERCIAL,421,357,319530.56,1764.509
PATIALA,Upper Mall,Rural,Extension,New Town 87,2,COMMERCIAL,1140,989,391179.66,4600.571
GHAZIABAD,Modinagar,Ind,Plaza,Station Road 90,2,COMMERCIAL,657,608,1020303.19,1029.445
NAGPUR,Sitabuldi,Metro,Section-B,Temple View 57,2,COMMERCIAL,355,291,186853.48,903.148
BENGALURU EAST,Indiranagar,C3,Section-A,Gokulam 65,2,COMMERCIAL,762,633,364737.51,1912.231
GHAZIABAD,Loni,E4,Complex,Janpath 10,2,COMMERCIAL,610,501,350928.54,881.68
BIKANER,Lunkaransar,S2,Section-A,New Town 37,2,COMMERCIAL,578,562,330133.69,2321.609
BENGALURU EAST,Shivajinagar,Metro,Main,New Town 37,2,COMMERCIAL,1274,1110,2063590.89,4487.2
BENGALURU NORTH,Jalahalli,Ind,Plaza,Business Park 95,2,COMMERCIAL,1071,971,1169617.6,3772.411
KOLKATA NORTH,Cossipore,Ind,Bazaar,Gokulam 9,2,COMMERCIAL,1014,961,1572819.67,2629.304
JAMNAGAR,Jamnagar North,W5,Main,Temple View 35,2,COMMERCIAL,1491,1193,2918240.01,6713.596
THRISSUR,Ollur,Town,Main,Business Park 15,2,COMMERCIAL,742,626,1118563.93,1059.408
AMRITSAR,Amritsar Cantt,E4,Complex,Station Road 70,2,COMMERCIAL,110,100,52696.43,507.066
PUNE,Shivajinagar,N1,Section-A,Old City 77,2,COMMERCIAL,1375,1354,2685342.74,2279.794
JODHPUR,Sardarpura,Town,Plaza,Gokulam 81,2,COMMERCIAL,1380,1235,630352.75,6812.017
JAIPUR,Vaishali Nagar,S2,Main,High Street 86,2,COMMERCIAL,526,511,670082.38,905.704
KALYAN,Kalyan West,S2,Section-A,Old City 64,2,COMMERCIAL,640,550,559386.91,2679.542
GWALIOR,City Centre,N1,Section-B,Station Road 96,2,COMMERCIAL,990,901,316063.77,3075.027
BHOPAL,Arera Colony,Rural,Main,Gokulam 15,2,COMMERCIAL,193,186,276988.62,641.191
MUMBAI,Sion,Metro,Plaza,Old City 1,2,COMMERCIAL,1481,1456,2233081.41,1527.845
MOHALI,Phase 3B2,Town,Plaza,Janpath 63,2,COMMERCIAL,1394,1230,1577860.63,5101.778
SILIGURI,Sevoke Road,S2,Market,Station Road 53,2,COMMERCIAL,1020,874,1387399.75,4143.339
SURAT,Udhna,E4,Hub,Old City 4,2,COMMERCIAL,940,888,223051.21,1144.302
HOWRAH,Liluah,E4,Bazaar,High Street 1,2,COMMERCIAL,427,368,712435.57,854.035
KANPUR,Civil Lines,W5,Main,High Street 36,2,COMMERCIAL,556,485,1084632.6,2616.162
BHOPAL,Bairagarh,S2,Section-B,Station Road 91,2,COMMERCIAL,32,30,4166.79,100.508
AJMER,Vaishali,C3,Main,Old City 94,2,COMMERCIAL,530,439,330248.52,732.111
JAMNAGAR,Jamnagar North,Central,Bazaar,Temple View 83,2,COMMERCIAL,514,458,891082.67,1063.139
TIRUNELVELI,Sankarankovil,N1,Plaza,Gokulam 24,2,COMMERCIAL,433,361,484070.91,1237.498
SILIGURI,Sevoke Road,E4,Market,Temple View 96,2,COMMERCIAL,1448,1169,879881.52,4722.32
BENGALURU SOUTH,Banashankari,E4,Plaza,Temple View 100,2,COMMERCIAL,1008,972,1728836.48,4083.756
CHENNAI NORTH,T Nagar,Metro,Bazaar,New Town 75,2,COMMERCIAL,1060,935,1629109.62,1118.801
MADURAI,Usilampatti,Town,Bazaar,Business Park 30,2,COMMERCIAL,692,558,1000541.51,1159.178
NAGPUR,Nagpur Rural,S2,Plaza,Station Road 28,2,COMMERCIAL,393,347,264016.89,1535.015
NASHIK,Satpur,W5,Hub,New Town 39,2,COMMERCIAL,131,122,58415.96,578.655
BALLARI,Sandur,Rural,Bazaar,Temple View 66,2,COMMERCIAL,996,871,1056910.1,1929.292
NASHIK,Panchavati,W5,Complex,Janpath 78,2,COMMERCIAL,1077,877,238765.79,2502.153
BHOPAL,Bairagarh,S2,Complex,Old City 78,2,COMMERCIAL,390,360,176741.66,521.762
VISAKHAPATNAM,Gajuwaka,Metro,Section-A,Old City 89,2,COMMERCIAL,731,711,738715.26,3496.627
HALDIA,Sutahata,W5,Main,Temple View 70,2,COMMERCIAL,1345,1247,1595806.8,1985.392
SURAT,Varachha,W5,Extension,Business Park 64,2,COMMERCIAL,1411,1390,1040072.0,4469.143
NOIDA,Greater Noida,Ind,Complex,High Street 34,2,COMMERCIAL,680,579,575824.28,3226.804
VISAKHAPATNAM,Steel Plant,Metro,Section-A,High Street 87,2,COMMERCIAL,762,691,1135911.96,1489.949
MUMBAI,Sion,C3,Section-A,Janpath 16,2,COMMERCIAL,474,392,532857.83,1371.279
JALANDHAR,Jalandhar City,N1,Plaza,Janpath 61,2,COMMERCIAL,983,793,1514078.08,2005.852
TRIVANDRUM,Statue,C3,Complex,Janpath 70,2,COMMERCIAL,889,720,1119402.47,904.632
BIKANER,Lunkaransar,Ind,Complex,Old City 50,2,COMMERCIAL,989,955,796501.7,3869.785
VADODARA,Sayajiganj,Town,Main,New Town 54,2,COMMERCIAL,649,602,439497.36,1021.737
SALEM,Omalur,Rural,Section-B,Old City 38,2,COMMERCIAL,1492,1287,808447.79,3052.636
COIMBATORE,Pollachi,Central,Bazaar,Janpath 14,2,COMMERCIAL,959,918,859276.67,2792.753
BHAVNAGAR,Sihor,W5,Main,Old City 78,2,COMMERCIAL,314,253,128728.06,1124.516
BATHINDA,Bathinda City,Rural,Section-B,Old City 26,2,COMMERCIAL,261,248,85732.95,1260.757
JABALPUR,Jabalpur Rural,W5,Section-A,Business Park 96,2,COMMERCIAL,1455,1363,804491.8,3304.669
RAJAHMUNDRY,Rajahmundry Rural,C3,Section-B,High Street 16,2,COMMERCIAL,130,112,78388.63,410.963
GHAZIABAD,Indirapuram,C3,Section-B,New Town 54,2,COMMERCIAL,612,547,1196700.79,2047.778
SURAT,Adajan,Central,Bazaar,Station Road 10,2,COMMERCIAL,1271,1131,132109.0,1594.485
NOIDA,Dadri,S2,Plaza,Old City 44,2,COMMERCIAL,836,751,1243913.75,2964.666
BENGALURU SOUTH,HSR Layout,N1,Plaza,Old City 98,2,COMMERCIAL,1276,1106,2090515.24,4018.431
REWA,Sagra,E4,Bazaar,Gokulam 57,2,COMMERCIAL,169,138,107831.6,703.131
TRIVANDRUM,Statue,Metro,Complex,Old City 87,2,COMMERCIAL,801,707,465272.44,2312.473
DURGAPUR,City Centre,S2,Section-A,Old City 84,2,COMMERCIAL,926,784,1564883.67,3518.895
MEERUT,Meerut City,E4,Section-A,Station Road 100,2,COMMERCIAL,915,857,614879.04,3689.494
JODHPUR,Shastri Nagar,Metro,Complex,Gokulam 56,2,COMMERCIAL,713,611,567477.86,1270.966
GHAZIABAD,Loni,Rural,Complex,New Town 67,2,COMMERCIAL,666,584,167473.39,2539.377
TRICHY,Manapparai,S2,Plaza,Janpath 41,2,COMMERCIAL,917,740,1802366.5,4237.668
BENGALURU NORTH,Jalahalli,Town,Main,Temple View 51,2,COMMERCIAL,322,284,117676.29,360.915
BARAMATI,Indapur,Rural,Market,High Street 14,2,COMMERCIAL,542,519,666068.17,1357.249
MANGALURU,Bantwal,Town,Plaza,High Street 8,2,COMMERCIAL,920,805,1183227.04,2518.531
KOLKATA SOUTH,Gariahat,N1,Plaza,New Town 88,2,COMMERCIAL,61,52,69148.49,228.926
VADODARA,Makarpura,C3,Hub,High Street 10,2,COMMERCIAL,336,303,577584.07,961.55
NAGPUR,Gandhibagh,C3,Section-A,Gokulam 53,2,COMMERCIAL,1019,823,465824.36,2007.709
KOTA,Naya Pura,C3,Complex,New Town 70,2,COMMERCIAL,939,921,621147.98,2167.601
AMRITSAR,Amritsar Cantt,Town,Section-B,Temple View 68,2,COMMERCIAL,1380,1145,1841258.05,6455.414
BENGALURU EAST,Shivajinagar,Rural,Hub,Station Road 38,2,COMMERCIAL,945,929,401103.27,3064.157
BHAVNAGAR,Bhavnagar City,W5,Bazaar,Temple View 30,2,COMMERCIAL,1059,864,804985.8,3491.311
HUBBALLI,Hubballi Central,Town,Main,Gokulam 6,2,COMMERCIAL,187,171,350886.39,211.651
GUNTUR,Brodipet,E4,Plaza,Janpath 64,2,COMMERCIAL,279,275,211990.11,933.756
MYSURU,Mysuru Rural,E4,Bazaar,Temple View 50,2,COMMERCIAL,1041,1007,134394.14,4528.09
MOHALI,Phase 11,Rural,Plaza,High Street 59,2,COMMERCIAL,694,620,705614.82,2887.73
PUNE,Pimpri,Central,Plaza,Business Park 93,2,COMMERCIAL,494,442,181948.51,1048.163
KOLKATA NORTH,Barasat,Central,Extension,New Town 35,2,COMMERCIAL,990,795,1830300.57,2866.542
PATHANKOT,Dhangu Road,Rural,Market,High Street 6,2,COMMERCIAL,1213,1111,1753047.09,4681.658
AMRITSAR,Hall Gate,N1,Bazaar,High Street 30,2,COMMERCIAL,1091,1068,1895271.43,2058.099
COIMBATORE,Peelamedu,Central,Section-A,Temple View 51,2,COMMERCIAL,233,194,187442.9,781.575
BALLARI,Hospet,Metro,Section-A,Station Road 100,2,COMMERCIAL,448,428,144433.18,479.685
HOWRAH,Shibpur,S2,Main,Gokulam 18,2,COMMERCIAL,1492,1475,920190.88,4212.526
AJMER,Clock Tower,N1,Complex,Janpath 5,2,COMMERCIAL,913,867,456348.38,3021.399
TIRUPATI,Tiruchanoor,Town,Bazaar,New Town 89,2,COMMERCIAL,1019,1013,957065.3,2341.364
AMRITSAR,Amritsar Cantt,Central,Hub,Temple View 58,2,COMMERCIAL,297,252,77889.54,510.771
KOTA,Naya Pura,Rural,Section-A,Gokulam 33,2,COMMERCIAL,425,376,67299.7,1460.908
SAGAR,Sagar City,N1,Market,Old City 72,2,COMMERCIAL,1019,841,1915107.85,4342.011
KOLLAM,Chathannoor,Central,Section-A,High Street 18,2,COMMERCIAL,549,479,100718.02,2581.836
SAGAR,Makronia,C3,Extension,Gokulam 3,2,COMMERCIAL,347,305,474486.0,1229.603
TRIVANDRUM,Statue,C3,Section-A,Old City 38,2,COMMERCIAL,527,505,943987.71,2345.772
VIJAYAWADA,Besant Road,Central,Plaza,High Street 38,2,COMMERCIAL,1430,1368,2369394.24,4847.458
UDAIPUR,Fatehsagar,Ind,Market,New Town 88,2,COMMERCIAL,847,719,1049812.53,1102.908
DURGAPUR,Benachity,Rural,Hub,Temple View 43,2,COMMERCIAL,1023,874,1349542.58,1925.666
HALDIA,Mahishadal,Metro,Market,Business Park 87,2,COMMERCIAL,1220,1136,2315629.68,5558.106
KANNUR,Thalassery,Rural,Complex,Business Park 50,2,COMMERCIAL,1093,954,527108.52,4696.122
KOZHIKODE,Kozhikode Town,Town,Plaza,Temple View 44,2,COMMERCIAL,260,224,264083.34,370.383
GANDHINAGAR,Infocity,N1,Hub,Old City 24,2,COMMERCIAL,86,81,94586.63,343.273
KOCHI,Marine Drive,S2,Main,New Town 14,2,COMMERCIAL,70,67,20852.14,132.935
BARAMATI,Daund,Metro,Market,Gokulam 32,2,COMMERCIAL,818,689,409098.76,1269.401
BARAMATI,Phaltan,S2,Main,Temple View 81,2,COMMERCIAL,1371,1176,1334677.21,2872.444
ASANSOL,Asansol Town,Rural,Section-B,New Town 5,2,COMMERCIAL,1390,1176,899404.48,2802.875
LUCKNOW,Aliganj,Central,Hub,Temple View 27,2,COMMERCIAL,828,725,1353393.77,1657.893
KANNUR,Taliparamba,W5,Section-A,High Street 99,2,COMMERCIAL,98,89,32875.76,308.84
LUDHIANA,Sarabha Nagar,Rural,Plaza,Gokulam 100,2,COMMERCIAL,1011,936,1122571.38,2678.857
VARANASI,Lanka,W5,Plaza,Business Park 15,2,COMMERCIAL,1002,828,1969800.53,2016.424
BARAMATI,Baramati Town,E4,Complex,Station Road 78,2,COMMERCIAL,190,184,74183.36,606.722
MYSURU,Mysuru Rural,E4,Section-A,Station Road 82,2,COMMERCIAL,1071,999,560366.31,1873.477
CHENNAI NORTH,Anna Nagar,W5,Market,High Street 7,2,COMMERCIAL,1129,995,208263.5,1803.444
MANGALURU,Bantwal,Central,Section-B,Business Park 64,2,COMMERCIAL,906,804,1715773.18,2023.356
TIRUPATI,Balaji Colony,Town,Bazaar,Temple View 71,2,COMMERCIAL,1009,948,175730.5,2564.0
NAGPUR,Gandhibagh,N1,Market,Temple View 36,2,COMMERCIAL,1247,1182,473812.61,2936.064
DURGAPUR,Benachity,Central,Section-B,Gokulam 33,2,COMMERCIAL,1289,1069,1146086.54,6076.237
ALWAR,Tijara,W5,Complex,Business Park 35,2,COMMERCIAL,308,287,570647.6,1488.415
KOLLAM,Chathannoor,N1,Plaza,Business Park 52,2,COMMERCIAL,516,460,109286.79,812.539
KURNOOL,Adoni,S2,Section-A,Old City 74,2,COMMERCIAL,13,12,9966.04,22.31
SILIGURI,Matigara,Central,Section-B,Gokulam 20,2,COMMERCIAL,747,655,966604.48,2895.411
VADODARA,Makarpura,C3,Bazaar,High Street 4,2,COMMERCIAL,1382,1132,1694548.02,6903.749
NELLORE,Magunta,Ind,Plaza,Old City 22,2,COMMERCIAL,77,75,80625.23,97.874
GHAZIABAD,Indirapuram,W5,Plaza,Gokulam 99,2,COMMERCIAL,1338,1272,1411559.14,6484.685
TRICHY,Lalgudi,C3,Market,Temple View 83,2,COMMERCIAL,1287,1105,420903.6,4110.591
NELLORE,Magunta,Metro,Main,Gokulam 76,2,COMMERCIAL,338,317,276728.64,1242.923
BALLARI,Ballari City,Metro,Hub,Temple View 43,2,COMMERCIAL,354,341,267180.08,584.587
NELLORE,Trunk Road,N1,Plaza,Old City 57,2,COMMERCIAL,69,58,45295.84,196.347
PUNE,Pimpri,Central,Section-A,Business Park 40,2,COMMERCIAL,1095,909,2016533.72,2153.637
SILIGURI,Siliguri Town,Central,Section-B,Temple View 98,2,COMMERCIAL,574,517,495710.62,881.345
MANGALURU,Puttur,E4,Hub,New Town 72,2,COMMERCIAL,313,276,578981.56,1193.145
SILIGURI,Siliguri Town,Ind,Section-B,Business Park 25,2,COMMERCIAL,960,863,478784.68,3008.657
BHOPAL,Bittan Market,S2,Bazaar,Business Park 3,2,COMMERCIAL,567,465,1018607.58,1693.001
TRIVANDRUM,Pattom,Metro,Hub,Gokulam 46,2,COMMERCIAL,601,578,1045771.8,1768.046
HALDIA,Sutahata,N1,Plaza,Old City 92,2,COMMERCIAL,767,751,918099.9,3706.38
ASANSOL,Asansol Town,Town,Hub,Temple View 4,2,COMMERCIAL,967,803,1391888.42,2478.38
BELAGAVI,Belagavi Town,Town,Main,High Street 64,2,COMMERCIAL,580,546,907251.15,2011.169
VISAKHAPATNAM,Gajuwaka,Ind,Section-B,Temple View 85,2,COMMERCIAL,612,526,1198435.65,614.027
VARANASI,Lanka,Town,Bazaar,New Town 59,2,COMMERCIAL,1105,913,1018314.02,5388.231
KOLKATA NORTH,Barasat,E4,Market,Temple View 38,2,COMMERCIAL,653,614,136042.5,1466.07
KOLKATA SOUTH,Ballygunge,E4,Section-B,Temple View 46,2,COMMERCIAL,1067,980,1473515.53,4353.77
MOHALI,Phase 3B2,Ind,Extension,Old City 27,2,COMMERCIAL,1120,1054,872047.93,2122.085
JABALPUR,Madhotal,N1,Section-B,New Town 90,2,COMMERCIAL,252,218,490441.58,632.354
MEERUT,Mawana,Ind,Extension,Gokulam 23,2,COMMERCIAL,217,209,246365.6,507.514
UJJAIN,Freeganj,Rural,Section-A,Janpath 77,2,COMMERCIAL,150,147,194224.37,609.641
DURGAPUR,Benachity,N1,Plaza,Old City 80,2,COMMERCIAL,1410,1347,2275532.89,6599.468
MOHALI,Phase 11,Central,Complex,Janpath 55,2,COMMERCIAL,1413,1412,1248929.9,1916.215
AURANGABAD,Chikhalthana,C3,Section-B,New Town 4,2,COMMERCIAL,14,13,15037.91,44.327
BALLARI,Ballari City,Town,Extension,Temple View 32,2,COMMERCIAL,1417,1336,1909103.27,7016.334
BENGALURU SOUTH,Jayanagar,Metro,Bazaar,New Town 19,2,COMMERCIAL,1144,1041,600189.6,4632.872
KOTA,Vigyan Nagar,Ind,Bazaar,Station Road 39,2,COMMERCIAL,742,700,198948.25,2776.889
