Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
LUCKNOW,Hazratganj,Central-Hub,B-Block,Plaza-197873,2,COMMERCIAL,723,706,635123.86,3570.366
DEHRADUN,Vikas Nagar,Central-Hub,Main Market,Junction-197874,2,COMMERCIAL,1921,1476,2877527.22,4544.936
SILIGURI,Sevoke Road,Central-Hub,B-Block,Square-197875,2,COMMERCIAL,1284,1139,237315.41,5453.927
SOUTH DELHI,Malviya Nagar,Metro-A,New Extension,Mews-197876,2,COMMERCIAL,1500,1459,1732687.68,7116.296
JAMMU,Gandhi Nagar,Rural-Zone,Tech Park,Junction-197877,2,COMMERCIAL,1955,1611,2964834.31,13348.465
LEH,Town Division,W4,High Street,Mews-197878,2,COMMERCIAL,48,39,18139.32,216.338
CHANDIGARH,Sector 35,N2,High Street,Terrace-197879,2,COMMERCIAL,1969,1802,911268.22,6734.857
PUDUCHERRY,Rural,Rural-Zone,B-Block,Heights-197880,2,COMMERCIAL,1635,1615,1226453.63,2876.613
PORT BLAIR,Haddo,Township,New Extension,Mews-197881,2,COMMERCIAL,822,646,1092547.37,4438.787
SILVASSA,Industrial Circle,S1,Tech Park,Complex-197882,2,COMMERCIAL,1362,1209,587450.31,5132.609
DAMAN,Moti Daman,S1,Railway Colony,Mews-197883,2,COMMERCIAL,1298,1288,834981.48,7074.308
VISAKHAPATNAM,Steel Plant,S1,High Street,Mews-197884,2,COMMERCIAL,593,576,185263.68,684.001
PASIGHAT,Mebo,E3,A-Block,Arcade-197885,2,COMMERCIAL,725,578,688534.64,4862.684
GUWAHATI,Paltan Bazar,Zone-C,B-Block,Junction-197886,2,COMMERCIAL,836,676,842591.57,4349.959
PATNA,PESU West,N2,A-Block,Terrace-197887,2,COMMERCIAL,1589,1559,1422991.88,7753.673
RAIPUR,Rural Circle,N2,Railway Colony,Junction-197888,2,COMMERCIAL,1375,1129,2883390.42,4449.643
PANAJI,Division II,Industrial-X,Main Market,Terrace-197889,2,COMMERCIAL,2104,1998,4296916.31,3703.661
SURAT,Udhna,N2,Tech Park,Junction-197890,2,COMMERCIAL,1157,1094,1234584.4,8558.303
GURUGRAM,Suburban,Central-Hub,Tech Park,Complex-197891,2,COMMERCIAL,2222,2041,2643536.39,2709.981
SHIMLA,Kasumpti,W4,B-Block,Junction-197892,2,COMMERCIAL,1839,1413,402153.53,2373.647
JAMSHEDPUR,Jamshedpur Circle,E3,New Extension,Heights-197893,2,COMMERCIAL,583,447,991989.13,3971.768
HUBBALLI,Central,Zone-C,Main Market,Terrace-197894,2,COMMERCIAL,1756,1572,3610678.97,8744.587
TRIVANDRUM,Statue,Industrial-X,High Street,Square-197895,2,COMMERCIAL,410,374,152956.42,2643.462
INDORE,Rajwada,S1,Main Market,Mews-197896,2,COMMERCIAL,973,797,1202241.28,5538.303
MUMBAI,Colaba,E3,Tech Park,Plaza-197897,2,COMMERCIAL,2398,2388,1844266.08,7502.233
IMPHAL,Division I,Industrial-X,B-Block,Square-197898,2,COMMERCIAL,54,47,24688.17,231.337
SHILLONG,Laitumkhrah,Township,B-Block,Junction-197899,2,COMMERCIAL,2413,1906,635121.83,2864.709
AIZAWL,Division I,N2,Main Market,Complex-197900,2,COMMERCIAL,2306,1777,3056725.63,6972.356
KOHIMA,Town Division,N2,New Extension,Arcade-197901,2,COMMERCIAL,1692,1310,992344.65,11365.188
BHUBANESWAR,BCP,W4,A-Block,Heights-197902,2,COMMERCIAL,720,659,988870.53,2150.557
LUDHIANA,City,S1,Railway Colony,Junction-197903,2,COMMERCIAL,1166,990,2159359.56,5134.622
JAIPUR,Malviya Nagar,Industrial-X,High Street,Square-197904,2,COMMERCIAL,879,789,1292062.32,2168.403
GANGTOK,Division I,Industrial-X,B-Block,Complex-197905,2,COMMERCIAL,1811,1704,3130150.78,13548.592
CHENNAI,Adyar,Industrial-X,B-Block,Terrace-197906,2,COMMERCIAL,1553,1206,2569324.11,7262.466
WARANGAL,Station Road,Industrial-X,B-Block,Mews-197907,2,COMMERCIAL,853,708,954271.64,1444.449
AGARTALA,Division I,Central-Hub,New Extension,Heights-197908,2,COMMERCIAL,390,340,59998.25,1070.695
LUCKNOW,Aliganj,Zone-C,B-Block,Mews-197909,2,COMMERCIAL,138,121,104172.44,878.09
HALDWANI,Kathgodam,Zone-C,Tech Park,Arcade-197910,2,COMMERCIAL,1256,967,516049.41,6956.614
SILIGURI,Sevoke Road,Central-Hub,New Extension,Square-197911,2,COMMERCIAL,282,224,424084.6,1797.355
CENTRAL DELHI,Connaught Place,Central-Hub,High Street,Plaza-197912,2,COMMERCIAL,1063,918,607564.51,2939.624
SRINAGAR,Division I,Rural-Zone,Main Market,Junction-197913,2,COMMERCIAL,2245,1743,2041031.44,10893.913
LEH,Town Division,Metro-A,A-Block,Plaza-197914,2,COMMERCIAL,2299,1945,2782917.11,7201.709
CHANDIGARH,Sector 22,Industrial-X,A-Block,Square-197915,2,COMMERCIAL,163,125,165398.5,618.931
PUDUCHERRY,Town Division,N2,New Extension,Junction-197916,2,COMMERCIAL,1491,1479,763144.37,5956.942
PORT BLAIR,City Circle,E3,A-Block,Villas-197917,2,COMMERCIAL,1814,1561,3916909.25,4562.985
SILVASSA,Industrial Circle,Zone-C,Main Market,Terrace-197918,2,COMMERCIAL,196,188,250238.96,1388.027
DAMAN,Moti Daman,N2,New Extension,Complex-197919,2,COMMERCIAL,1393,1088,2870736.14,7104.569
TIRUPATI,KT Road,E3,B-Block,Villas-197920,2,COMMERCIAL,123,100,47977.05,858.591
ITANAGAR,Naharlagun,Central-Hub,Railway Colony,Complex-197921,2,COMMERCIAL,557,556,1163680.19,3462.963
DIBRUGARH,Rural,Rural-Zone,B-Block,Arcade-197922,2,COMMERCIAL,159,131,61762.28,328.732
PATNA,PESU East,Central-Hub,B-Block,Square-197923,2,COMMERCIAL,164,139,298118.78,420.39
BILASPUR,City,Central-Hub,B-Block,Plaza-197924,2,COMMERCIAL,1711,1373,1869188.36,9414.106
MARGAO,Division IV,Metro-A,Tech Park,Junction-197925,2,COMMERCIAL,1761,1362,1143196.29,1847.753
SURAT,Adajan,Township,New Extension,Complex-197926,2,COMMERCIAL,1963,1949,1046376.87,3592.064
FARIDABAD,Ballabhgarh,N2,High Street,Heights-197927,2,COMMERCIAL,773,760,931975.9,4579.275
DHARAMSHALA,Town,S1,B-Block,Villas-197928,2,COMMERCIAL,696,565,401279.92,927.279
JAMSHEDPUR,Mango,Rural-Zone,New Extension,Complex-197929,2,COMMERCIAL,2493,1977,5283979.13,17888.448
BENGALURU,HSR Layout,Industrial-X,Tech Park,Terrace-197930,2,COMMERCIAL,2170,2095,2923237.38,16258.54
TRIVANDRUM,Pattom,Central-Hub,Railway Colony,Mews-197931,2,COMMERCIAL,91,78,123043.01,471.613
BHOPAL,Bairagarh,N2,New Extension,Heights-197932,2,COMMERCIAL,1712,1302,1586025.26,10548.923
MUMBAI,Dharavi,Central-Hub,Railway Colony,Plaza-197933,2,COMMERCIAL,543,511,1086847.38,3925.572
IMPHAL,Division II,W4,A-Block,Villas-197934,2,COMMERCIAL,153,137,237795.6,1106.015
SHILLONG,Laitumkhrah,W4,A-Block,Heights-197935,2,COMMERCIAL,622,478,820893.33,1966.848
AIZAWL,Division I,Metro-A,Railway Colony,Heights-197936,2,COMMERCIAL,374,349,184623.47,1297.111
KOHIMA,Town Division,Central-Hub,Tech Park,Junction-197937,2,COMMERCIAL,1895,1537,1905816.88,7452.595
CUTTACK,CRD,S1,B-Block,Heights-197938,2,COMMERCIAL,1044,881,232130.62,4487.35
AMRITSAR,Cantt,S1,New Extension,Plaza-197939,2,COMMERCIAL,2498,2121,4930320.53,9192.909
JODHPUR,Sardarpura,Central-Hub,B-Block,Junction-197940,2,COMMERCIAL,1174,1058,1540250.17,1745.911
GANGTOK,Division I,E3,B-Block,Villas-197941,2,COMMERCIAL,2468,2273,3643935.56,4091.544
COIMBATORE,Peelamedu,Rural-Zone,Main Market,Villas-197942,2,COMMERCIAL,93,90,29488.76,464.27
WARANGAL,Rural,E3,High Street,Terrace-197943,2,COMMERCIAL,235,215,414328.83,632.671
AGARTALA,Division II,N2,B-Block,Villas-197944,2,COMMERCIAL,248,246,451611.62,268.591
KANPUR,Civil Lines,Metro-A,High Street,Terrace-197945,2,COMMERCIAL,1352,1203,1834654.42,6065.288
HALDWANI,Town,Zone-C,A-Block,Plaza-197946,2,COMMERCIAL,1983,1765,1910270.79,11510.556
SILIGURI,Sevoke Road,Zone-C,Main Market,Terrace-197947,2,COMMERCIAL,412,321,65508.77,2499.343
SOUTH DELHI,Hauz Khas,E3,A-Block,Square-197948,2,COMMERCIAL,507,403,498366.91,3578.862
SRINAGAR,Division I,S1,A-Block,Complex-197949,2,COMMERCIAL,1082,1033,2002683.42,2324.495
LEH,Town Division,E3,Main Market,Villas-197950,2,COMMERCIAL,2119,1923,949772.76,14426.802
CHANDIGARH,Sector 17,Rural-Zone,New Extension,Square-197951,2,COMMERCIAL,1977,1896,3456190.26,13566.316
PUDUCHERRY,Oulgaret,Rural-Zone,B-Block,Square-197952,2,COMMERCIAL,1939,1469,1500185.48,1772.584
PORT BLAIR,City Circle,S1,Tech Park,Complex-197953,2,COMMERCIAL,626,559,325444.42,2985.456
SILVASSA,Amli,Central-Hub,High Street,Mews-197954,2,COMMERCIAL,1321,1216,1886316.13,9506.024
DAMAN,Moti Daman,W4,Tech Park,Complex-197955,2,COMMERCIAL,218,166,431340.1,1133.572
VIJAYAWADA,Besant Road,W4,Tech Park,Complex-197956,2,COMMERCIAL,854,692,538707.54,4063.435
PASIGHAT,Mebo,Central-Hub,High Street,Heights-197957,2,COMMERCIAL,929,892,1320336.85,4465.431
DIBRUGARH,Rural,Zone-C,New Extension,Terrace-197958,2,COMMERCIAL,1626,1505,1780388.77,6054.117
MUZAFFARPUR,Rural,Industrial-X,Tech Park,Mews-197959,2,COMMERCIAL,1915,1557,1935058.7,12794.112
BILASPUR,Tifra,Central-Hub,B-Block,Heights-197960,2,COMMERCIAL,2092,1655,3729513.64,4884.75
MARGAO,Division III,Industrial-X,Railway Colony,Complex-197961,2,COMMERCIAL,2096,2063,3522504.29,8174.619
VADODARA,Makarpura,Rural-Zone,Tech Park,Complex-197962,2,COMMERCIAL,679,623,800385.91,4193.808
FARIDABAD,Old Faridabad,Metro-A,Railway Colony,Arcade-197963,2,COMMERCIAL,235,213,316839.04,1348.778
DHARAMSHALA,Town,Metro-A,Railway Colony,Arcade-197964,2,COMMERCIAL,745,624,1054454.53,1150.715
JAMSHEDPUR,Mango,W4,Tech Park,Junction-197965,2,COMMERCIAL,2198,2035,2197004.19,15150.537
HUBBALLI,Rural,Rural-Zone,New Extension,Mews-197966,2,COMMERCIAL,2419,2005,2752856.68,2260.255
KOCHI,Ernakulam,S1,High Street,Plaza-197967,2,COMMERCIAL,503,491,731628.08,3191.586
BHOPAL,Bairagarh,E3,B-Block,Arcade-197968,2,COMMERCIAL,1157,1022,2415614.45,4182.129
NAGPUR,Gandhibagh,Township,Main Market,Villas-197969,2,COMMERCIAL,2074,1703,364641.78,5669.368
IMPHAL,Division I,E3,Main Market,Plaza-197970,2,COMMERCIAL,590,461,355434.52,1002.784
SHILLONG,Laitumkhrah,Rural-Zone,Main Market,Heights-197971,2,COMMERCIAL,38,29,53909.62,204.284
AIZAWL,Division I,W4,Railway Colony,Mews-197972,2,COMMERCIAL,2216,1977,4390134.94,15828.746
KOHIMA,Town Division,Township,Main Market,Plaza-197973,2,COMMERCIAL,1254,1182,612805.73,4756.462
CUTTACK,CRD,Township,B-Block,Arcade-197974,2,COMMERCIAL,351,307,252317.8,2599.472
LUDHIANA,Aggar Nagar,Rural-Zone,High Street,Square-197975,2,COMMERCIAL,1392,1358,1376359.57,9320.43
JODHPUR,Sardarpura,Township,High Street,Terrace-197976,2,COMMERCIAL,483,416,160858.35,503.226
GANGTOK,Division II,Zone-C,B-Block,Mews-197977,2,COMMERCIAL,1867,1587,3861149.59,12195.554
COIMBATORE,Peelamedu,E3,A-Block,Arcade-197978,2,COMMERCIAL,1865,1805,1315318.03,13936.601
WARANGAL,Rural,Zone-C,A-Block,Square-197979,2,COMMERCIAL,828,667,216473.73,2213.884
AGARTALA,Badharghat,Rural-Zone,B-Block,Villas-197980,2,COMMERCIAL,2279,1858,1934686.72,11632.776
LUCKNOW,Gomti Nagar,Central-Hub,Tech Park,Terrace-197981,2,COMMERCIAL,526,441,592277.65,1591.177
HALDWANI,Kathgodam,Central-Hub,New Extension,Plaza-197982,2,COMMERCIAL,1606,1212,1179844.08,7267.571
KOLKATA,Salt Lake,W4,Railway Colony,Arcade-197983,2,COMMERCIAL,34,25,63570.3,73.924
SOUTH DELHI,Saket,S1,High Street,Mews-197984,2,COMMERCIAL,26,23,56225.46,129.785
JAMMU,Bari Brahmana,S1,High Street,Complex-197985,2,COMMERCIAL,1056,851,2182140.83,5329.866
LEH,Town Division,S1,A-Block,Square-197986,2,COMMERCIAL,248,212,280833.46,308.775
CHANDIGARH,Sector 22,E3,A-Block,Square-197987,2,COMMERCIAL,2008,1935,3785606.35,3386.565
PUDUCHERRY,Oulgaret,Township,B-Block,Junction-197988,2,COMMERCIAL,754,675,230382.9,844.289
PORT BLAIR,Haddo,Zone-C,Main Market,Square-197989,2,COMMERCIAL,2399,1813,3635197.46,8268.582
SILVASSA,Amli,N2,Main Market,Plaza-197990,2,COMMERCIAL,1084,1040,1834821.69,6830.641
DAMAN,Moti Daman,Metro-A,Tech Park,Arcade-197991,2,COMMERCIAL,392,367,769462.42,1895.044
TIRUPATI,Renigunta,Zone-C,New Extension,Arcade-197992,2,COMMERCIAL,1851,1817,848511.7,2853.17
PASIGHAT,East Siang,Industrial-X,A-Block,Square-197993,2,COMMERCIAL,478,448,201927.2,958.586
GUWAHATI,Dispur,N2,Tech Park,Villas-197994,2,COMMERCIAL,243,191,452035.15,655.231
PATNA,Kankarbagh,S1,High Street,Heights-197995,2,COMMERCIAL,857,778,1021078.21,5301.598
BILASPUR,Sirgitti,N2,A-Block,Square-197996,2,COMMERCIAL,1824,1369,706798.9,9543.965
PANAJI,Division I,Rural-Zone,New Extension,Junction-197997,2,COMMERCIAL,2338,1800,1473664.71,15168.053
VADODARA,Sayajiganj,Metro-A,Railway Colony,Arcade-197998,2,COMMERCIAL,851,724,1632804.57,5982.618
FARIDABAD,Greater Faridabad,Industrial-X,New Extension,Junction-197999,2,COMMERCIAL,388,299,170058.36,328.977
SHIMLA,City,N2,A-Block,Complex-198000,2,COMMERCIAL,745,682,980931.84,2152.305
JAMSHEDPUR,Mango,Central-Hub,B-Block,Arcade-198001,2,COMMERCIAL,1564,1427,3382125.55,11305.235
MYSURU,Nanjangud,Rural-Zone,High Street,Mews-198002,2,COMMERCIAL,537,456,693991.2,2820.323
TRIVANDRUM,Statue,W4,High Street,Villas-198003,2,COMMERCIAL,245,232,200644.62,210.72
BHOPAL,Bairagarh,Metro-A,High Street,Terrace-198004,2,COMMERCIAL,1794,1497,437588.72,7876.842
NAGPUR,Sitabuldi,Zone-C,High Street,Terrace-198005,2,COMMERCIAL,1707,1701,881388.21,12545.865
IMPHAL,Division II,Zone-C,Tech Park,Complex-198006,2,COMMERCIAL,2284,2223,2610021.82,3714.642
SHILLONG,East Khasi,Rural-Zone,B-Block,Square-198007,2,COMMERCIAL,1910,1515,3279411.62,9720.084
AIZAWL,Bawngkawn,Rural-Zone,A-Block,Plaza-198008,2,COMMERCIAL,1879,1755,3765161.24,11892.055
DIMAPUR,Industrial,Central-Hub,B-Block,Complex-198009,2,COMMERCIAL,1444,1157,1645517.35,8669.143
BHUBANESWAR,BED,Central-Hub,Tech Park,Mews-198010,2,COMMERCIAL,304,238,203043.33,2068.882
LUDHIANA,City,Township,Main Market,Square-198011,2,COMMERCIAL,438,400,622028.08,701.225
JAIPUR,Malviya Nagar,Central-Hub,High Street,Villas-198012,2,COMMERCIAL,106,89,141813.22,104.993
GANGTOK,Division I,Central-Hub,New Extension,Junction-198013,2,COMMERCIAL,1493,1258,949194.17,10262.599
COIMBATORE,RS Puram,Central-Hub,A-Block,Mews-198014,2,COMMERCIAL,1356,1165,280333.39,3454.221
WARANGAL,Kazipet,Industrial-X,B-Block,Heights-198015,2,COMMERCIAL,2307,2206,2832926.77,10205.469
AGARTALA,Division I,Metro-A,A-Block,Terrace-198016,2,COMMERCIAL,198,149,129191.56,602.8
KANPUR,Civil Lines,W4,Railway Colony,Villas-198017,2,COMMERCIAL,270,245,584258.58,1568.849
HALDWANI,Lalkuan,S1,Tech Park,Plaza-198018,2,COMMERCIAL,872,802,602799.32,1252.433
SILIGURI,Sevoke Road,Zone-C,B-Block,Heights-198019,2,COMMERCIAL,621,612,304371.64,3276.369
SOUTH DELHI,Hauz Khas,N2,Main Market,Square-198020,2,COMMERCIAL,2437,2296,5271628.34,7131.198
SRINAGAR,Karan Nagar,Zone-C,High Street,Arcade-198021,2,COMMERCIAL,639,584,1341886.22,4625.094
LEH,Town Division,Industrial-X,B-Block,Junction-198022,2,COMMERCIAL,1820,1566,989022.84,2992.034
CHANDIGARH,Sector 17,N2,Tech Park,Complex-198023,2,COMMERCIAL,1585,1526,418395.65,10934.006
PUDUCHERRY,Rural,W4,Railway Colony,Arcade-198024,2,COMMERCIAL,2460,2241,3199357.97,14537.598
PORT BLAIR,Haddo,S1,B-Block,Complex-198025,2,COMMERCIAL,2005,1915,841061.42,4410.878
SILVASSA,Industrial Circle,Township,Tech Park,Villas-198026,2,COMMERCIAL,2339,1826,3269964.73,16696.465
DAMAN,Nani Daman,Rural-Zone,A-Block,Heights-198027,2,COMMERCIAL,900,832,482138.62,5598.065
TIRUPATI,Balaji Colony,Central-Hub,Tech Park,Mews-198028,2,COMMERCIAL,2380,1877,3477032.23,7803.248
PASIGHAT,Mebo,N2,Main Market,Square-198029,2,COMMERCIAL,1165,1124,1193959.31,2748.257
DIBRUGARH,Rural,Township,New Extension,Square-198030,2,COMMERCIAL,2442,1985,2477910.01,6847.755
MUZAFFARPUR,Bela,Industrial-X,Main Market,Complex-198031,2,COMMERCIAL,594,576,595060.14,1320.367
BILASPUR,City,N2,Main Market,Villas-198032,2,COMMERCIAL,1425,1145,1142755.99,8506.723
MARGAO,Division III,Rural-Zone,Railway Colony,Arcade-198033,2,COMMERCIAL,393,392,564698.63,1435.692
AHMEDABAD,Navrangpura,N2,B-Block,Square-198034,2,COMMERCIAL,1314,1025,1243121.17,5558.008
FARIDABAD,Old Faridabad,S1,High Street,Mews-198035,2,COMMERCIAL,2277,2193,1347404.86,2383.496
DHARAMSHALA,Palampur,W4,Main Market,Arcade-198036,2,COMMERCIAL,2321,1867,4158014.52,5234.269
RANCHI,Central,Industrial-X,High Street,Square-198037,2,COMMERCIAL,598,553,112212.16,2167.596
HUBBALLI,Rural,S1,High Street,Arcade-198038,2,COMMERCIAL,617,598,277478.54,3348.031
TRIVANDRUM,Vattiyoorkavu,S1,High Street,Square-198039,2,COMMERCIAL,1423,1240,1564636.51,3233.411
INDORE,Vijay Nagar,Central-Hub,A-Block,Plaza-198040,2,COMMERCIAL,1606,1456,3201321.48,3000.057
PUNE,Shivajinagar,N2,New Extension,Villas-198041,2,COMMERCIAL,1620,1295,269016.64,11307.302
IMPHAL,Division I,S1,A-Block,Heights-198042,2,COMMERCIAL,464,422,543464.45,863.319
SHILLONG,Laitumkhrah,E3,A-Block,Terrace-198043,2,COMMERCIAL,2413,1929,2396485.25,17434.294
AIZAWL,Division I,E3,Railway Colony,Square-198044,2,COMMERCIAL,1833,1738,2700331.39,12215.129
KOHIMA,Rural,E3,New Extension,Plaza-198045,2,COMMERCIAL,145,124,29226.49,484.602
BHUBANESWAR,BCP,Zone-C,Tech Park,Square-198046,2,COMMERCIAL,1889,1440,472074.21,12985.926
AMRITSAR,Ranjit Avenue,Metro-A,B-Block,Heights-198047,2,COMMERCIAL,1226,1088,239305.49,5609.763
JODHPUR,Sardarpura,S1,Main Market,Heights-198048,2,COMMERCIAL,961,796,1877170.48,6235.609
GANGTOK,Division II,S1,High Street,Junction-198049,2,COMMERCIAL,2478,1953,5307452.09,6655.067
CHENNAI,Adyar,Township,Railway Colony,Mews-198050,2,COMMERCIAL,727,565,1324552.44,919.933
WARANGAL,Kazipet,Industrial-X,B-Block,Villas-198051,2,COMMERCIAL,2045,1536,4110216.18,5445.566
AGARTALA,Division I,E3,Main Market,Arcade-198052,2,COMMERCIAL,1279,1042,2802620.46,3863.235
NOIDA,Sector 62,Zone-C,B-Block,Complex-198053,2,COMMERCIAL,1074,952,1867226.37,3821.814
DEHRADUN,Central,Metro-A,Tech Park,Arcade-198054,2,COMMERCIAL,1708,1703,2472074.87,12431.185
SILIGURI,Sevoke Road,Zone-C,High Street,Arcade-198055,2,COMMERCIAL,2032,1683,2923312.51,5192.541
CENTRAL DELHI,Paharganj,Metro-A,A-Block,Arcade-198056,2,COMMERCIAL,1624,1323,2320191.67,1984.793
JAMMU,Gandhi Nagar,W4,A-Block,Square-198057,2,COMMERCIAL,1918,1864,3332022.67,12863.39
KARGIL,Town Division,Township,A-Block,Heights-198058,2,COMMERCIAL,1058,968,455316.28,2556.863
CHANDIGARH,Sector 35,E3,Main Market,Junction-198059,2,COMMERCIAL,2489,2203,4156651.71,11079.968
PUDUCHERRY,Oulgaret,N2,A-Block,Heights-198060,2,COMMERCIAL,1856,1492,1141480.61,9209.439
PORT BLAIR,Haddo,Central-Hub,High Street,Square-198061,2,COMMERCIAL,1004,773,342531.17,6714.687
SILVASSA,Industrial Circle,N2,B-Block,Villas-198062,2,COMMERCIAL,578,518,609246.58,3552.438
DAMAN,Moti Daman,S1,B-Block,Terrace-198063,2,COMMERCIAL,1988,1555,2071934.24,13218.678
TIRUPATI,KT Road,Industrial-X,New Extension,Plaza-198064,2,COMMERCIAL,648,503,399524.97,4232.218
PASIGHAT,Mebo,W4,High Street,Terrace-198065,2,COMMERCIAL,935,798,362542.56,6085.486
DIBRUGARH,Rural,S1,Tech Park,Junction-198066,2,COMMERCIAL,1363,1194,2140949.22,9466.226
MUZAFFARPUR,Bela,Rural-Zone,New Extension,Mews-198067,2,COMMERCIAL,2283,1935,4549511.88,2558.889
RAIPUR,Rural Circle,E3,New Extension,Square-198068,2,COMMERCIAL,2049,1921,1135186.53,9364.827
PANAJI,Division I,Industrial-X,High Street,Square-198069,2,COMMERCIAL,294,265,535684.76,764.861
SURAT,Adajan,S1,New Extension,Villas-198070,2,COMMERCIAL,744,662,999169.87,1253.179
FARIDABAD,Ballabhgarh,Metro-A,High Street,Plaza-198071,2,COMMERCIAL,1841,1744,3797021.28,9346.751
DHARAMSHALA,Palampur,Township,Railway Colony,Complex-198072,2,COMMERCIAL,1756,1661,450439.75,5002.315
RANCHI,New Capital,Central-Hub,B-Block,Arcade-198073,2,COMMERCIAL,893,882,915891.79,3287.693
MYSURU,City,S1,High Street,Mews-198074,2,COMMERCIAL,1727,1354,797694.6,9009.491
KOCHI,Ernakulam,S1,High Street,Villas-198075,2,COMMERCIAL,1405,1243,2582091.85,2807.308
BHOPAL,City,Metro-A,B-Block,Arcade-198076,2,COMMERCIAL,1975,1843,3501169.34,10387.337
MUMBAI,Kurla,Zone-C,High Street,Mews-198077,2,COMMERCIAL,308,298,590516.45,2192.063
IMPHAL,Division II,E3,Main Market,Plaza-198078,2,COMMERCIAL,1022,869,1913347.59,6065.044
SHILLONG,East Khasi,N2,Railway Colony,Arcade-198079,2,COMMERCIAL,142,108,243510.92,681.314
AIZAWL,Division II,Industrial-X,High Street,Square-198080,2,COMMERCIAL,868,822,260427.54,3010.482
KOHIMA,Rural,Rural-Zone,Tech Park,Arcade-198081,2,COMMERCIAL,1591,1559,2387315.78,10317.276
CUTTACK,Choudwar,Zone-C,Tech Park,Square-198082,2,COMMERCIAL,1937,1499,623881.21,2550.927
LUDHIANA,Model Town,N2,High Street,Villas-198083,2,COMMERCIAL,2465,2223,914608.24,7387.559
JAIPUR,Mansarovar,S1,A-Block,Complex-198084,2,COMMERCIAL,553,434,166860.54,2076.79
GANGTOK,Division II,Metro-A,A-Block,Arcade-198085,2,COMMERCIAL,25,21,21114.82,51.712
CHENNAI,T Nagar,W4,High Street,Square-198086,2,COMMERCIAL,2481,1910,2177286.61,17956.817
HYDERABAD,Banjara Hills,Zone-C,High Street,Complex-198087,2,COMMERCIAL,570,448,188636.63,2249.539
AGARTALA,Division I,E3,Main Market,Heights-198088,2,COMMERCIAL,1985,1634,2353127.68,12085.965
LUCKNOW,Aliganj,S1,New Extension,Terrace-198089,2,COMMERCIAL,1877,1641,3078642.48,1695.987
DEHRADUN,Central,N2,High Street,Villas-198090,2,COMMERCIAL,1134,1124,1962772.35,5084.707
KOLKATA,Behala,N2,High Street,Villas-198091,2,COMMERCIAL,2280,1823,1444102.95,2846.987
SOUTH DELHI,Hauz Khas,Rural-Zone,A-Block,Mews-198092,2,COMMERCIAL,1195,960,1634393.86,2338.423
JAMMU,Canal Division,S1,New Extension,Junction-198093,2,COMMERCIAL,2336,1900,440061.35,4412.817
KARGIL,Town Division,Metro-A,Tech Park,Complex-198094,2,COMMERCIAL,695,654,792850.21,4998.915
CHANDIGARH,Sector 22,W4,Railway Colony,Square-198095,2,COMMERCIAL,2038,1820,1646246.51,9904.838
PUDUCHERRY,Rural,Rural-Zone,Main Market,Complex-198096,2,COMMERCIAL,1831,1467,2031294.94,12420.273
PORT BLAIR,City Circle,Zone-C,Tech Park,Square-198097,2,COMMERCIAL,2181,1670,2699294.17,10066.152
SILVASSA,Industrial Circle,N2,B-Block,Villas-198098,2,COMMERCIAL,713,690,628750.19,4416.947
DAMAN,Moti Daman,Zone-C,Railway Colony,Heights-198099,2,COMMERCIAL,396,386,349104.99,442.802
VIJAYAWADA,Governorpet,N2,New Extension,Villas-198100,2,COMMERCIAL,1981,1544,2673738.12,14471.791
ITANAGAR,Capital Division,N2,Railway Colony,Complex-198101,2,COMMERCIAL,513,419,917291.18,2512.557
GUWAHATI,Dispur,E3,B-Block,Arcade-198102,2,COMMERCIAL,780,594,978306.78,3338.792
MUZAFFARPUR,Rural,E3,B-Block,Heights-198103,2,COMMERCIAL,638,605,1316720.76,679.777
BILASPUR,City,W4,Tech Park,Arcade-198104,2,COMMERCIAL,599,469,652129.15,3693.495
PANAJI,Division I,N2,Tech Park,Heights-198105,2,COMMERCIAL,2102,1624,2786268.36,6089.997
SURAT,Udhna,Township,Railway Colony,Terrace-198106,2,COMMERCIAL,345,265,168660.23,2517.909
FARIDABAD,Ballabhgarh,Metro-A,Tech Park,Villas-198107,2,COMMERCIAL,1871,1563,1077294.88,10725.171
SHIMLA,Totu,Metro-A,Railway Colony,Complex-198108,2,COMMERCIAL,2084,1867,508713.63,9974.024
RANCHI,New Capital,Metro-A,Tech Park,Villas-198109,2,COMMERCIAL,1985,1615,372302.48,5627.831
HUBBALLI,Dharwad Town,E3,A-Block,Complex-198110,2,COMMERCIAL,1026,955,350175.85,5656.333
KOCHI,Marine Drive,S1,B-Block,Mews-198111,2,COMMERCIAL,2410,1988,791888.55,9288.658
BHOPAL,Bairagarh,S1,Railway Colony,Arcade-198112,2,COMMERCIAL,1588,1328,1450591.25,4607.815
NAGPUR,Sitabuldi,Zone-C,Main Market,Plaza-198113,2,COMMERCIAL,2458,1929,2748919.28,15439.92
IMPHAL,Division I,Central-Hub,New Extension,Terrace-198114,2,COMMERCIAL,1987,1597,4123266.54,3881.022
SHILLONG,Laitumkhrah,E3,Railway Colony,Mews-198115,2,COMMERCIAL,960,904,1482450.11,1710.478
AIZAWL,Division II,E3,New Extension,Plaza-198116,2,COMMERCIAL,1015,765,1748621.93,3564.604
