hour,day_of_week,month,demand_mw,region
0,6,6,2085.53,NorthEastern
0,6,7,2400.71,NorthEastern
0,6,8,2492.45,NorthEastern
0,6,9,2425.15,NorthEastern
0,6,10,2092.79,NorthEastern
0,6,11,1537.46,NorthEastern
0,6,12,1506.62,NorthEastern
1,0,1,1390.09,NorthEastern
1,0,2,1374.58,NorthEastern
1,0,3,1452.07,NorthEastern
1,0,4,1473.6,NorthEastern
1,0,5,1658.86,NorthEastern
1,0,6,1948.46,NorthEastern
1,0,7,2228.08,NorthEastern
1,0,8,2274.92,NorthEastern
1,0,9,2241.9,NorthEastern
1,0,10,1926.77,NorthEastern
1,0,11,1406.86,NorthEastern
1,0,12,1377.92,NorthEastern
1,1,1,1432.72,NorthEastern
1,1,2,1441.77,NorthEastern
1,1,3,1474.18,NorthEastern
1,1,4,1566.98,NorthEastern
1,1,5,1716.04,NorthEastern
1,1,6,2021.63,NorthEastern
1,1,7,2225.67,NorthEastern
1,1,8,2420.11,NorthEastern
1,1,9,2283.93,NorthEastern
1,1,10,1894.31,NorthEastern
1,1,11,1486.13,NorthEastern
1,1,12,1381.95,NorthEastern
1,2,1,1420.96,NorthEastern
1,2,2,1435.98,NorthEastern
1,2,3,1471.07,NorthEastern
1,2,4,1534.79,NorthEastern
1,2,5,1684.38,NorthEastern
1,2,6,2002.86,NorthEastern
1,2,7,2269.85,NorthEastern
1,2,8,2444.17,NorthEastern
1,2,9,2302.08,NorthEastern
1,2,10,1918.92,NorthEastern
1,2,11,1499.96,NorthEastern
1,2,12,1433.45,NorthEastern
1,3,1,1406.38,NorthEastern
1,3,2,1419.74,NorthEastern
1,3,3,1468.03,NorthEastern
1,3,4,1475.25,NorthEastern
1,3,5,1612.89,NorthEastern
1,3,6,2066.04,NorthEastern
1,3,7,2276.08,NorthEastern
1,3,8,2461.52,NorthEastern
1,3,9,2330.1,NorthEastern
1,3,10,1957.42,NorthEastern
1,3,11,1486.71,NorthEastern
1,3,12,1420.86,NorthEastern
1,4,1,1424.18,NorthEastern
1,4,2,1430.82,NorthEastern
1,4,3,1495.29,NorthEastern
1,4,4,1525.77,NorthEastern
1,4,5,1607.81,NorthEastern
1,4,6,2038.17,NorthEastern
1,4,7,2270.17,NorthEastern
1,4,8,2418.56,NorthEastern
1,4,9,2371.06,NorthEastern
1,4,10,1952.87,NorthEastern
1,4,11,1477.18,NorthEastern
1,4,12,1426.95,NorthEastern
1,5,1,1424.57,NorthEastern
1,5,2,1401.0,NorthEastern
1,5,3,1505.72,NorthEastern
1,5,4,1553.03,NorthEastern
1,5,5,1677.36,NorthEastern
1,5,6,1999.18,NorthEastern
1,5,7,2307.05,NorthEastern
1,5,8,2398.04,NorthEastern
1,5,9,2347.77,NorthEastern
1,5,10,1973.68,NorthEastern
1,5,11,1473.22,NorthEastern
1,5,12,1416.63,NorthEastern
1,6,1,1450.16,NorthEastern
1,6,2,1409.55,NorthEastern
1,6,3,1506.68,NorthEastern
1,6,4,1557.59,NorthEastern
1,6,5,1653.12,NorthEastern
1,6,6,2014.28,NorthEastern
1,6,7,2294.98,NorthEastern
1,6,8,2397.32,NorthEastern
1,6,9,2326.5,NorthEastern
1,6,10,2005.49,NorthEastern
1,6,11,1477.97,NorthEastern
1,6,12,1428.37,NorthEastern
2,0,1,1351.72,NorthEastern
2,0,2,1341.05,NorthEastern
2,0,3,1420.2,NorthEastern
2,0,4,1442.87,NorthEastern
2,0,5,1599.8,NorthEastern
2,0,6,1888.44,NorthEastern
2,0,7,2148.67,NorthEastern
2,0,8,2196.12,NorthEastern
2,0,9,2168.28,NorthEastern
2,0,10,1869.24,NorthEastern
2,0,11,1377.16,NorthEastern
2,0,12,1334.67,NorthEastern
2,1,1,1389.73,NorthEastern
2,1,2,1408.29,NorthEastern
2,1,3,1444.25,NorthEastern
2,1,4,1537.46,NorthEastern
2,1,5,1650.35,NorthEastern
2,1,6,1956.8,NorthEastern
2,1,7,2157.73,NorthEastern
2,1,8,2359.09,NorthEastern
2,1,9,2191.96,NorthEastern
2,1,10,1817.03,NorthEastern
2,1,11,1451.57,NorthEastern
2,1,12,1349.2,NorthEastern
2,2,1,1380.38,NorthEastern
2,2,2,1404.87,NorthEastern
2,2,3,1446.12,NorthEastern
2,2,4,1495.45,NorthEastern
2,2,5,1625.16,NorthEastern
2,2,6,1926.59,NorthEastern
2,2,7,2200.08,NorthEastern
2,2,8,2365.2,NorthEastern
2,2,9,2224.41,NorthEastern
2,2,10,1851.25,NorthEastern
2,2,11,1468.43,NorthEastern
2,2,12,1394.53,NorthEastern
2,3,1,1368.31,NorthEastern
2,3,2,1387.93,NorthEastern
2,3,3,1444.17,NorthEastern
2,3,4,1446.74,NorthEastern
2,3,5,1563.73,NorthEastern
2,3,6,1994.5,NorthEastern
2,3,7,2199.58,NorthEastern
2,3,8,2396.2,NorthEastern
2,3,9,2253.01,NorthEastern
2,3,10,1899.3,NorthEastern
2,3,11,1456.26,NorthEastern
2,3,12,1384.2,NorthEastern
2,4,1,1382.41,NorthEastern
2,4,2,1394.73,NorthEastern
2,4,3,1470.87,NorthEastern
2,4,4,1487.21,NorthEastern
2,4,5,1560.06,NorthEastern
2,4,6,1955.0,NorthEastern
2,4,7,2191.79,NorthEastern
2,4,8,2355.45,NorthEastern
2,4,9,2293.47,NorthEastern
2,4,10,1896.55,NorthEastern
2,4,11,1446.55,NorthEastern
2,4,12,1388.99,NorthEastern
2,5,1,1381.3,NorthEastern
2,5,2,1366.72,NorthEastern
2,5,3,1492.05,NorthEastern
2,5,4,1524.49,NorthEastern
2,5,5,1635.52,NorthEastern
2,5,6,1926.97,NorthEastern
2,5,7,2231.65,NorthEastern
2,5,8,2334.2,NorthEastern
2,5,9,2272.71,NorthEastern
2,5,10,1909.79,NorthEastern
2,5,11,1438.31,NorthEastern
2,5,12,1380.98,NorthEastern
2,6,1,1404.9,NorthEastern
2,6,2,1375.96,NorthEastern
2,6,3,1479.37,NorthEastern
2,6,4,1529.0,NorthEastern
2,6,5,1606.88,NorthEastern
2,6,6,1938.51,NorthEastern
2,6,7,2209.67,NorthEastern
2,6,8,2318.27,NorthEastern
2,6,9,2268.07,NorthEastern
2,6,10,1943.42,NorthEastern
2,6,11,1442.93,NorthEastern
2,6,12,1387.39,NorthEastern
3,0,1,1339.29,NorthEastern
3,0,2,1327.87,NorthEastern
3,0,3,1397.02,NorthEastern
3,0,4,1408.49,NorthEastern
3,0,5,1542.72,NorthEastern
3,0,6,1823.47,NorthEastern
3,0,7,2073.63,NorthEastern
3,0,8,2119.44,NorthEastern
3,0,9,2096.48,NorthEastern
3,0,10,1811.06,NorthEastern
3,0,11,1351.31,NorthEastern
3,0,12,1318.15,NorthEastern
3,1,1,1372.56,NorthEastern
3,1,2,1389.82,NorthEastern
3,1,3,1409.55,NorthEastern
3,1,4,1504.24,NorthEastern
3,1,5,1592.94,NorthEastern
3,1,6,1897.92,NorthEastern
3,1,7,2074.03,NorthEastern
3,1,8,2289.26,NorthEastern
3,1,9,2128.06,NorthEastern
3,1,10,1765.56,NorthEastern
3,1,11,1428.93,NorthEastern
3,1,12,1333.05,NorthEastern
3,2,1,1357.06,NorthEastern
3,2,2,1384.46,NorthEastern
3,2,3,1420.42,NorthEastern
3,2,4,1442.51,NorthEastern
3,2,5,1563.73,NorthEastern
3,2,6,1860.33,NorthEastern
3,2,7,2121.05,NorthEastern
3,2,8,2284.48,NorthEastern
3,2,9,2144.23,NorthEastern
3,2,10,1794.8,NorthEastern
3,2,11,1447.59,NorthEastern
3,2,12,1374.3,NorthEastern
3,3,1,1348.5,NorthEastern
3,3,2,1368.75,NorthEastern
3,3,3,1424.47,NorthEastern
3,3,4,1403.15,NorthEastern
3,3,5,1502.16,NorthEastern
3,3,6,1920.17,NorthEastern
3,3,7,2120.93,NorthEastern
3,3,8,2332.97,NorthEastern
3,3,9,2184.38,NorthEastern
3,3,10,1847.2,NorthEastern
3,3,11,1438.42,NorthEastern
3,3,12,1364.99,NorthEastern
3,4,1,1359.93,NorthEastern
3,4,2,1379.46,NorthEastern
3,4,3,1447.56,NorthEastern
3,4,4,1435.46,NorthEastern
3,4,5,1498.41,NorthEastern
3,4,6,1881.49,NorthEastern
3,4,7,2114.75,NorthEastern
3,4,8,2281.51,NorthEastern
3,4,9,2219.24,NorthEastern
3,4,10,1838.35,NorthEastern
3,4,11,1424.0,NorthEastern
3,4,12,1372.36,NorthEastern
3,5,1,1362.58,NorthEastern
3,5,2,1349.85,NorthEastern
3,5,3,1480.83,NorthEastern
3,5,4,1482.34,NorthEastern
3,5,5,1567.96,NorthEastern
3,5,6,1854.45,NorthEastern
3,5,7,2161.03,NorthEastern
3,5,8,2265.25,NorthEastern
3,5,9,2203.38,NorthEastern
3,5,10,1849.9,NorthEastern
3,5,11,1415.75,NorthEastern
3,5,12,1359.21,NorthEastern
3,6,1,1387.58,NorthEastern
3,6,2,1356.84,NorthEastern
3,6,3,1455.61,NorthEastern
3,6,4,1488.98,NorthEastern
3,6,5,1551.92,NorthEastern
3,6,6,1874.17,NorthEastern
3,6,7,2128.86,NorthEastern
3,6,8,2241.72,NorthEastern
3,6,9,2204.38,NorthEastern
3,6,10,1883.65,NorthEastern
3,6,11,1422.35,NorthEastern
3,6,12,1360.16,NorthEastern
4,0,1,1360.62,NorthEastern
4,0,2,1350.54,NorthEastern
4,0,3,1402.87,NorthEastern
4,0,4,1372.5,NorthEastern
4,0,5,1478.24,NorthEastern
4,0,6,1753.26,NorthEastern
4,0,7,1993.27,NorthEastern
4,0,8,2048.15,NorthEastern
4,0,9,2025.66,NorthEastern
4,0,10,1766.08,NorthEastern
4,0,11,1369.94,NorthEastern
4,0,12,1339.22,NorthEastern
4,1,1,1388.37,NorthEastern
4,1,2,1408.1,NorthEastern
4,1,3,1402.47,NorthEastern
4,1,4,1476.94,NorthEastern
4,1,5,1534.6,NorthEastern
4,1,6,1823.88,NorthEastern
4,1,7,1991.95,NorthEastern
4,1,8,2217.6,NorthEastern
4,1,9,2064.13,NorthEastern
4,1,10,1733.54,NorthEastern
4,1,11,1446.39,NorthEastern
4,1,12,1344.96,NorthEastern
4,2,1,1376.82,NorthEastern
4,2,2,1406.32,NorthEastern
4,2,3,1416.3,NorthEastern
4,2,4,1412.09,NorthEastern
4,2,5,1518.17,NorthEastern
4,2,6,1794.89,NorthEastern
4,2,7,2039.37,NorthEastern
4,2,8,2204.8,NorthEastern
4,2,9,2081.84,NorthEastern
4,2,10,1763.02,NorthEastern
4,2,11,1467.17,NorthEastern
4,2,12,1398.58,NorthEastern
4,3,1,1366.76,NorthEastern
4,3,2,1391.39,NorthEastern
4,3,3,1419.5,NorthEastern
4,3,4,1382.68,NorthEastern
4,3,5,1443.95,NorthEastern
4,3,6,1850.04,NorthEastern
4,3,7,2039.87,NorthEastern
4,3,8,2255.72,NorthEastern
4,3,9,2126.5,NorthEastern
4,3,10,1816.71,NorthEastern
4,3,11,1460.23,NorthEastern
4,3,12,1386.27,NorthEastern
4,4,1,1379.38,NorthEastern
4,4,2,1408.91,NorthEastern
4,4,3,1442.2,NorthEastern
4,4,4,1396.78,NorthEastern
4,4,5,1449.92,NorthEastern
4,4,6,1798.32,NorthEastern
4,4,7,2035.54,NorthEastern
4,4,8,2208.33,NorthEastern
4,4,9,2162.29,NorthEastern
4,4,10,1808.49,NorthEastern
4,4,11,1441.54,NorthEastern
4,4,12,1388.48,NorthEastern
4,5,1,1381.14,NorthEastern
4,5,2,1367.82,NorthEastern
4,5,3,1480.31,NorthEastern
4,5,4,1444.66,NorthEastern
4,5,5,1512.7,NorthEastern
4,5,6,1783.07,NorthEastern
4,5,7,2070.95,NorthEastern
4,5,8,2189.77,NorthEastern
4,5,9,2140.84,NorthEastern
4,5,10,1819.81,NorthEastern
4,5,11,1432.34,NorthEastern
4,5,12,1379.45,NorthEastern
4,6,1,1400.77,NorthEastern
4,6,2,1371.49,NorthEastern
4,6,3,1443.92,NorthEastern
4,6,4,1442.67,NorthEastern
4,6,5,1501.96,NorthEastern
4,6,6,1796.2,NorthEastern
4,6,7,2046.42,NorthEastern
4,6,8,2158.93,NorthEastern
4,6,9,2145.01,NorthEastern
4,6,10,1843.8,NorthEastern
4,6,11,1430.11,NorthEastern
4,6,12,1368.95,NorthEastern
5,0,1,1475.61,NorthEastern
5,0,2,1472.73,NorthEastern
5,0,3,1521.25,NorthEastern
5,0,4,1446.29,NorthEastern
5,0,5,1519.96,NorthEastern
5,0,6,1743.36,NorthEastern
5,0,7,1918.1,NorthEastern
5,0,8,1966.41,NorthEastern
5,0,9,1977.31,NorthEastern
5,0,10,1782.88,NorthEastern
5,0,11,1505.04,NorthEastern
5,0,12,1471.51,NorthEastern
5,1,1,1491.61,NorthEastern
5,1,2,1537.33,NorthEastern
5,1,3,1522.61,NorthEastern
5,1,4,1558.91,NorthEastern
5,1,5,1571.86,NorthEastern
5,1,6,1816.31,NorthEastern
5,1,7,1929.95,NorthEastern
5,1,8,2126.35,NorthEastern
5,1,9,2002.97,NorthEastern
5,1,10,1746.92,NorthEastern
5,1,11,1581.17,NorthEastern
5,1,12,1471.15,NorthEastern
5,2,1,1481.1,NorthEastern
5,2,2,1524.97,NorthEastern
5,2,3,1532.93,NorthEastern
5,2,4,1485.1,NorthEastern
5,2,5,1558.2,NorthEastern
5,2,6,1784.71,NorthEastern
5,2,7,1963.0,NorthEastern
5,2,8,2118.94,NorthEastern
5,2,9,2021.91,NorthEastern
5,2,10,1779.21,NorthEastern
5,2,11,1599.31,NorthEastern
5,2,12,1533.07,NorthEastern
5,3,1,1474.1,NorthEastern
5,3,2,1524.53,NorthEastern
5,3,3,1525.23,NorthEastern
5,3,4,1466.62,NorthEastern
5,3,5,1495.63,NorthEastern
5,3,6,1828.34,NorthEastern
5,3,7,1963.01,NorthEastern
5,3,8,2153.91,NorthEastern
5,3,9,2071.65,NorthEastern
5,3,10,1834.22,NorthEastern
5,3,11,1601.94,NorthEastern
5,3,12,1502.91,NorthEastern
5,4,1,1493.92,NorthEastern
5,4,2,1530.24,NorthEastern
5,4,3,1557.27,NorthEastern
5,4,4,1460.11,NorthEastern
5,4,5,1487.21,NorthEastern
5,4,6,1768.38,NorthEastern
5,4,7,1967.05,NorthEastern
5,4,8,2112.12,NorthEastern
5,4,9,2097.37,NorthEastern
5,4,10,1825.23,NorthEastern
5,4,11,1578.7,NorthEastern
5,4,12,1513.72,NorthEastern
5,5,1,1488.64,NorthEastern
5,5,2,1482.25,NorthEastern
5,5,3,1583.91,NorthEastern
5,5,4,1511.97,NorthEastern
5,5,5,1544.04,NorthEastern
5,5,6,1751.42,NorthEastern
5,5,7,1987.51,NorthEastern
5,5,8,2083.56,NorthEastern
5,5,9,2074.3,NorthEastern
5,5,10,1820.12,NorthEastern
5,5,11,1556.42,NorthEastern
5,5,12,1505.36,NorthEastern
5,6,1,1489.88,NorthEastern
5,6,2,1464.29,NorthEastern
5,6,3,1527.72,NorthEastern
5,6,4,1495.63,NorthEastern
5,6,5,1519.87,NorthEastern
5,6,6,1744.26,NorthEastern
5,6,7,1931.7,NorthEastern
5,6,8,2038.44,NorthEastern
5,6,9,2042.57,NorthEastern
5,6,10,1826.07,NorthEastern
5,6,11,1527.98,NorthEastern
5,6,12,1471.0,NorthEastern
6,0,1,1795.96,NorthEastern
6,0,2,1808.2,NorthEastern
6,0,3,1797.43,NorthEastern
6,0,4,1633.58,NorthEastern
6,0,5,1649.67,NorthEastern
6,0,6,1823.5,NorthEastern
6,0,7,1945.58,NorthEastern
6,0,8,1997.36,NorthEastern
6,0,9,2011.84,NorthEastern
6,0,10,1873.24,NorthEastern
6,0,11,1771.06,NorthEastern
6,0,12,1790.64,NorthEastern
6,1,1,1788.42,NorthEastern
6,1,2,1865.09,NorthEastern
6,1,3,1780.59,NorthEastern
6,1,4,1736.05,NorthEastern
6,1,5,1693.79,NorthEastern
6,1,6,1894.52,NorthEastern
6,1,7,1968.94,NorthEastern
6,1,8,2122.26,NorthEastern
6,1,9,2037.2,NorthEastern
6,1,10,1852.59,NorthEastern
6,1,11,1830.83,NorthEastern
6,1,12,1781.41,NorthEastern
6,2,1,1780.54,NorthEastern
6,2,2,1846.96,NorthEastern
6,2,3,1803.29,NorthEastern
6,2,4,1648.21,NorthEastern
6,2,5,1682.86,NorthEastern
6,2,6,1874.41,NorthEastern
6,2,7,1987.12,NorthEastern
6,2,8,2134.17,NorthEastern
6,2,9,2044.03,NorthEastern
6,2,10,1882.17,NorthEastern
6,2,11,1850.97,NorthEastern
6,2,12,1853.13,NorthEastern
6,3,1,1755.58,NorthEastern
6,3,2,1861.61,NorthEastern
6,3,3,1772.86,NorthEastern
6,3,4,1650.81,NorthEastern
6,3,5,1626.42,NorthEastern
6,3,6,1900.02,NorthEastern
6,3,7,1994.0,NorthEastern
6,3,8,2157.96,NorthEastern
6,3,9,2094.09,NorthEastern
6,3,10,1939.58,NorthEastern
6,3,11,1870.46,NorthEastern
6,3,12,1823.91,NorthEastern
6,4,1,1791.22,NorthEastern
6,4,2,1851.66,NorthEastern
6,4,3,1825.81,NorthEastern
6,4,4,1627.77,NorthEastern
6,4,5,1626.07,NorthEastern
6,4,6,1841.52,NorthEastern
6,4,7,1987.27,NorthEastern
6,4,8,2134.97,NorthEastern
6,4,9,2138.2,NorthEastern
6,4,10,1925.86,NorthEastern
6,4,11,1836.5,NorthEastern
6,4,12,1823.58,NorthEastern
6,5,1,1776.53,NorthEastern
6,5,2,1797.22,NorthEastern
6,5,3,1825.22,NorthEastern
6,5,4,1671.14,NorthEastern
6,5,5,1640.09,NorthEastern
6,5,6,1815.56,NorthEastern
6,5,7,1997.82,NorthEastern
6,5,8,2066.44,NorthEastern
6,5,9,2084.36,NorthEastern
6,5,10,1909.4,NorthEastern
6,5,11,1810.11,NorthEastern
6,5,12,1803.35,NorthEastern
6,6,1,1740.52,NorthEastern
6,6,2,1734.34,NorthEastern
6,6,3,1733.77,NorthEastern
6,6,4,1628.41,NorthEastern
6,6,5,1631.71,NorthEastern
6,6,6,1780.68,NorthEastern
6,6,7,1920.4,NorthEastern
6,6,8,2020.05,NorthEastern
6,6,9,2047.93,NorthEastern
6,6,10,1879.89,NorthEastern
6,6,11,1741.89,NorthEastern
6,6,12,1731.57,NorthEastern
7,0,1,2066.43,NorthEastern
7,0,2,2045.5,NorthEastern
7,0,3,1953.66,NorthEastern
7,0,4,1760.48,NorthEastern
7,0,5,1746.33,NorthEastern
7,0,6,1897.19,NorthEastern
7,0,7,2012.94,NorthEastern
7,0,8,2053.05,NorthEastern
7,0,9,2058.85,NorthEastern
7,0,10,1924.58,NorthEastern
7,0,11,1865.53,NorthEastern
7,0,12,2027.89,NorthEastern
7,1,1,2065.88,NorthEastern
7,1,2,2090.26,NorthEastern
7,1,3,1937.62,NorthEastern
7,1,4,1857.72,NorthEastern
7,1,5,1790.24,NorthEastern
7,1,6,1965.24,NorthEastern
7,1,7,2037.5,NorthEastern
7,1,8,2167.48,NorthEastern
7,1,9,2084.33,NorthEastern
7,1,10,1913.58,NorthEastern
7,1,11,1939.86,NorthEastern
7,1,12,1998.74,NorthEastern
7,2,1,2048.06,NorthEastern
7,2,2,2083.32,NorthEastern
7,2,3,1958.12,NorthEastern
7,2,4,1772.38,NorthEastern
7,2,5,1782.29,NorthEastern
7,2,6,1954.16,NorthEastern
7,2,7,2048.56,NorthEastern
7,2,8,2193.78,NorthEastern
7,2,9,2097.46,NorthEastern
7,2,10,1943.66,NorthEastern
7,2,11,1956.25,NorthEastern
7,2,12,2073.75,NorthEastern
7,3,1,2035.42,NorthEastern
7,3,2,2094.48,NorthEastern
7,3,3,1918.07,NorthEastern
7,3,4,1778.42,NorthEastern
7,3,5,1721.14,NorthEastern
7,3,6,1979.57,NorthEastern
7,3,7,2075.28,NorthEastern
7,3,8,2193.62,NorthEastern
7,3,9,2143.31,NorthEastern
7,3,10,1993.35,NorthEastern
7,3,11,1973.97,NorthEastern
7,3,12,2063.05,NorthEastern
7,4,1,2065.14,NorthEastern
7,4,2,2077.66,NorthEastern
7,4,3,1984.58,NorthEastern
7,4,4,1755.29,NorthEastern
7,4,5,1727.11,NorthEastern
7,4,6,1914.02,NorthEastern
7,4,7,2064.54,NorthEastern
7,4,8,2181.68,NorthEastern
7,4,9,2184.68,NorthEastern
7,4,10,1992.26,NorthEastern
7,4,11,1932.37,NorthEastern
7,4,12,2065.67,NorthEastern
7,5,1,2047.62,NorthEastern
7,5,2,2022.24,NorthEastern
7,5,3,1969.23,NorthEastern
7,5,4,1803.68,NorthEastern
7,5,5,1756.07,NorthEastern
7,5,6,1891.1,NorthEastern
7,5,7,2046.68,NorthEastern
7,5,8,2118.24,NorthEastern
7,5,9,2135.53,NorthEastern
7,5,10,1977.81,NorthEastern
7,5,11,1924.56,NorthEastern
7,5,12,2031.83,NorthEastern
7,6,1,2009.67,NorthEastern
7,6,2,1963.18,NorthEastern
7,6,3,1881.49,NorthEastern
7,6,4,1755.23,NorthEastern
7,6,5,1735.32,NorthEastern
7,6,6,1873.3,NorthEastern
7,6,7,1980.87,NorthEastern
7,6,8,2081.01,NorthEastern
7,6,9,2080.07,NorthEastern
7,6,10,1939.54,NorthEastern
7,6,11,1849.98,NorthEastern
7,6,12,1948.94,NorthEastern
8,0,1,2074.54,NorthEastern
8,0,2,2011.24,NorthEastern
8,0,3,1920.02,NorthEastern
8,0,4,1764.1,NorthEastern
8,0,5,1766.57,NorthEastern
8,0,6,1911.31,NorthEastern
8,0,7,2029.57,NorthEastern
8,0,8,2076.35,NorthEastern
8,0,9,2061.71,NorthEastern
8,0,10,1912.13,NorthEastern
8,0,11,1800.04,NorthEastern
8,0,12,1992.29,NorthEastern
8,1,1,2068.15,NorthEastern
8,1,2,2065.05,NorthEastern
8,1,3,1912.5,NorthEastern
8,1,4,1855.06,NorthEastern
8,1,5,1813.12,NorthEastern
8,1,6,1992.8,NorthEastern
8,1,7,2075.66,NorthEastern
8,1,8,2161.54,NorthEastern
8,1,9,2086.79,NorthEastern
8,1,10,1896.39,NorthEastern
8,1,11,1869.62,NorthEastern
8,1,12,1969.62,NorthEastern
8,2,1,2053.05,NorthEastern
8,2,2,2056.72,NorthEastern
8,2,3,1942.93,NorthEastern
8,2,4,1764.4,NorthEastern
8,2,5,1785.6,NorthEastern
8,2,6,1978.46,NorthEastern
8,2,7,2068.09,NorthEastern
8,2,8,2194.33,NorthEastern
8,2,9,2110.08,NorthEastern
8,2,10,1922.63,NorthEastern
8,2,11,1881.98,NorthEastern
8,2,12,2028.67,NorthEastern
8,3,1,2051.99,NorthEastern
8,3,2,2073.22,NorthEastern
8,3,3,1914.53,NorthEastern
8,3,4,1788.74,NorthEastern
8,3,5,1737.93,NorthEastern
8,3,6,1993.34,NorthEastern
8,3,7,2106.35,NorthEastern
8,3,8,2203.28,NorthEastern
8,3,9,2160.5,NorthEastern
8,3,10,1967.84,NorthEastern
8,3,11,1884.46,NorthEastern
8,3,12,2020.41,NorthEastern
8,4,1,2065.49,NorthEastern
8,4,2,2056.73,NorthEastern
8,4,3,1964.06,NorthEastern
8,4,4,1770.15,NorthEastern
8,4,5,1747.66,NorthEastern
8,4,6,1939.84,NorthEastern
8,4,7,2083.63,NorthEastern
8,4,8,2189.49,NorthEastern
8,4,9,2186.79,NorthEastern
8,4,10,1978.81,NorthEastern
8,4,11,1855.84,NorthEastern
8,4,12,2041.99,NorthEastern
8,5,1,2068.12,NorthEastern
8,5,2,2009.85,NorthEastern
8,5,3,1962.45,NorthEastern
8,5,4,1815.25,NorthEastern
8,5,5,1787.2,NorthEastern
8,5,6,1924.87,NorthEastern
8,5,7,2072.8,NorthEastern
8,5,8,2128.82,NorthEastern
8,5,9,2126.82,NorthEastern
8,5,10,1962.32,NorthEastern
8,5,11,1860.77,NorthEastern
8,5,12,2011.7,NorthEastern
8,6,1,2036.14,NorthEastern
8,6,2,1969.94,NorthEastern
8,6,3,1879.44,NorthEastern
8,6,4,1772.1,NorthEastern
8,6,5,1772.6,NorthEastern
8,6,6,1908.05,NorthEastern
8,6,7,2007.31,NorthEastern
8,6,8,2097.02,NorthEastern
8,6,9,2098.79,NorthEastern
8,6,10,1942.27,NorthEastern
8,6,11,1819.1,NorthEastern
8,6,12,1945.29,NorthEastern
9,0,1,1971.35,NorthEastern
9,0,2,1901.7,NorthEastern
9,0,3,1845.97,NorthEastern
9,0,4,1743.32,NorthEastern
9,0,5,1777.57,NorthEastern
9,0,6,1930.7,NorthEastern
9,0,7,2049.12,NorthEastern
9,0,8,2089.54,NorthEastern
9,0,9,2079.28,NorthEastern
9,0,10,1905.95,NorthEastern
9,0,11,1721.72,NorthEastern
9,0,12,1873.02,NorthEastern
9,1,1,1947.95,NorthEastern
9,1,2,1951.07,NorthEastern
9,1,3,1850.6,NorthEastern
9,1,4,1838.27,NorthEastern
9,1,5,1818.22,NorthEastern
9,1,6,2002.32,NorthEastern
9,1,7,2098.26,NorthEastern
9,1,8,2167.74,NorthEastern
9,1,9,2093.09,NorthEastern
9,1,10,1897.01,NorthEastern
9,1,11,1790.39,NorthEastern
9,1,12,1844.08,NorthEastern
9,2,1,1946.07,NorthEastern
9,2,2,1954.89,NorthEastern
9,2,3,1869.72,NorthEastern
9,2,4,1744.38,NorthEastern
9,2,5,1779.83,NorthEastern
9,2,6,2000.12,NorthEastern
9,2,7,2096.99,NorthEastern
9,2,8,2230.13,NorthEastern
9,2,9,2138.58,NorthEastern
9,2,10,1929.28,NorthEastern
9,2,11,1807.85,NorthEastern
9,2,12,1904.17,NorthEastern
9,3,1,1944.55,NorthEastern
9,3,2,1974.58,NorthEastern
9,3,3,1860.6,NorthEastern
9,3,4,1775.33,NorthEastern
9,3,5,1747.22,NorthEastern
9,3,6,2004.01,NorthEastern
9,3,7,2127.21,NorthEastern
9,3,8,2235.16,NorthEastern
9,3,9,2160.51,NorthEastern
9,3,10,1970.11,NorthEastern
9,3,11,1792.72,NorthEastern
9,3,12,1902.94,NorthEastern
9,4,1,1961.5,NorthEastern
9,4,2,1966.65,NorthEastern
9,4,3,1897.25,NorthEastern
9,4,4,1757.42,NorthEastern
9,4,5,1747.34,NorthEastern
9,4,6,1967.82,NorthEastern
9,4,7,2105.07,NorthEastern
9,4,8,2197.59,NorthEastern
9,4,9,2196.73,NorthEastern
9,4,10,1980.38,NorthEastern
9,4,11,1797.08,NorthEastern
9,4,12,1919.41,NorthEastern
9,5,1,1958.14,NorthEastern
9,5,2,1931.77,NorthEastern
9,5,3,1899.68,NorthEastern
9,5,4,1790.54,NorthEastern
9,5,5,1787.82,NorthEastern
9,5,6,1936.36,NorthEastern
9,5,7,2099.07,NorthEastern
9,5,8,2128.76,NorthEastern
9,5,9,2140.33,NorthEastern
9,5,10,1970.7,NorthEastern
9,5,11,1780.66,NorthEastern
9,5,12,1899.88,NorthEastern
9,6,1,1931.21,NorthEastern
9,6,2,1884.4,NorthEastern
9,6,3,1794.27,NorthEastern
9,6,4,1754.04,NorthEastern
9,6,5,1775.52,NorthEastern
9,6,6,1901.46,NorthEastern
9,6,7,2006.65,NorthEastern
9,6,8,2104.2,NorthEastern
9,6,9,2086.78,NorthEastern
9,6,10,1929.63,NorthEastern
9,6,11,1737.19,NorthEastern
9,6,12,1840.13,NorthEastern
10,0,1,1873.3,NorthEastern
10,0,2,1827.57,NorthEastern
10,0,3,1796.04,NorthEastern
10,0,4,1748.68,NorthEastern
10,0,5,1786.85,NorthEastern
10,0,6,1955.0,NorthEastern
10,0,7,2073.54,NorthEastern
10,0,8,2127.13,NorthEastern
10,0,9,2120.82,NorthEastern
10,0,10,1931.85,NorthEastern
10,0,11,1685.31,NorthEastern
10,0,12,1776.25,NorthEastern
10,1,1,1846.19,NorthEastern
